ID	NAME	RANK	TYPE
312	Arenaria serpyllifolia agg.	310	TAXON
313	Minuartia	311	TAXON
314	Minuartia sedoides	312	TAXON
315	Minuartia verna	313	TAXON
316	Cerastium	314	TAXON
317	Cerastium fontanum	315	TAXON
318	Cerastium fontanum agg.	316	TAXON
319	Cerastium latifolium	317	TAXON
320	Cerastium strictum	318	TAXON
321	Cerastium uniflorum	319	TAXON
322	Stellaria	320	TAXON
323	Stellaria media	321	TAXON
324	Stellaria media agg.	322	TAXON
325	Stellaria nemorum	323	TAXON
326	Stellaria nemorum i.w.S.	324	TAXON
327	Paronychioideae	325	TAXON
328	Herniaria glabra	326	TAXON
329	Spergularia rubra	327	TAXON
330	Silenoideae	328	TAXON
331	Dianthus	329	TAXON
332	Dianthus carthusianorum	330	TAXON
333	Dianthus carthusianorum i.w.S.	331	TAXON
334	Dianthus superbus	332	TAXON
335	Dianthus sylvestris	333	TAXON
336	Gypsophila repens	334	TAXON
337	Saponaria	335	TAXON
338	Saponaria ocymoides	336	TAXON
339	Saponaria officinalis	337	TAXON
340	Silene	338	TAXON
341	Silene acaulis	339	TAXON
342	Silene nutans	340	TAXON
343	Silene nutans i.w.S.	341	TAXON
344	Silene rupestris	342	TAXON
345	Silene vulgaris	343	TAXON
346	Silene vulgaris i.w.S.	344	TAXON
347	Silene flos-cuculi	345	TAXON
348	Silene dioica	346	TAXON
349	Silene latifolia	347	TAXON
350	Droseraceae	348	TAXON
351	Drosera	349	TAXON
352	Drosera rotundifolia	350	TAXON
353	Polygonaceae	351	TAXON
354	Oxyria digyna	352	TAXON
355	Polygonum	353	TAXON
356	Polygonum aviculare	354	TAXON
357	Polygonum persicaria	355	TAXON
358	Polygonum bistorta	356	TAXON
359	Polygonum viviparum	357	TAXON
360	Reynoutria japonica	358	TAXON
361	Rumex	359	TAXON
362	Rumex alpinus	360	TAXON
363	Rumex obtusifolius	361	TAXON
364	Rumex acetosa	362	TAXON
365	Rumex scutatus	363	TAXON
366	Santalaceae	364	TAXON
367	Thesium alpinum	365	TAXON
368	Viscum album	366	TAXON
369	Crassulaceae	367	TAXON
370	Sedum	368	TAXON
371	Sedum acre	369	TAXON
372	Sedum album	370	TAXON
373	Sedum atratum	371	TAXON
374	Sempervivum	372	TAXON
375	Sempervivum arachnoideum	373	TAXON
376	Sempervivum montanum	374	TAXON
377	Hamamelidaceae	375	TAXON
378	Hamamelis	376	TAXON
379	Hamamelis virginiana	377	TAXON
380	Saxifragaceae	378	TAXON
381	Chrysosplenium alternifolium	379	TAXON
382	Saxifraga	380	TAXON
383	Saxifraga caesia	381	TAXON
384	Saxifraga paniculata	382	TAXON
385	Saxifraga aizoides	383	TAXON
386	Saxifraga oppositifolia	384	TAXON
387	Saxifraga androsacea	385	TAXON
388	Saxifraga bryoides	386	TAXON
389	Saxifraga rotundifolia	387	TAXON
390	Saxifraga stellaris	388	TAXON
391	Rosanae	389	TAXON
392	Celastraceae	390	TAXON
393	Euonymus europaeus	391	TAXON
394	Parnassiaceae	392	TAXON
395	Parnassia palustris	393	TAXON
396	Euphorbiaceae	394	TAXON
397	Euphorbia	395	TAXON
398	Euphorbia amygdaloides	396	TAXON
399	Euphorbia cyparissias	397	TAXON
400	Euphorbia helioscopia	398	TAXON
401	Mercurialis perennis	399	TAXON
402	Hypericaceae	400	TAXON
403	Hypericum perforatum	401	TAXON
404	Linaceae	402	TAXON
405	Linum catharticum	403	TAXON
406	Linum usitatissimum	404	TAXON
407	Salicaceae	405	TAXON
408	Populus	406	TAXON
409	Populus alba	407	TAXON
410	Populus nigra	408	TAXON
411	Populus tremula	409	TAXON
412	Salix	410	TAXON
413	Salix alba	411	TAXON
414	Salix caprea	412	TAXON
415	Salix elaeagnos	413	TAXON
416	Salix helvetica	414	TAXON
417	Salix purpurea	415	TAXON
418	Salix purpurea i.w.S.	416	TAXON
419	Salix herbacea	417	TAXON
420	Salix reticulata	418	TAXON
421	Salix retusa	419	TAXON
422	Violaceae	420	TAXON
423	Viola hirta	421	TAXON
424	Viola reichenbachiana	422	TAXON
425	Viola arvensis	423	TAXON
426	Viola biflora	424	TAXON
427	Viola calcarata	425	TAXON
428	Viola tricolor	426	TAXON
429	Oxalidaceae	427	TAXON
430	Oxalis acetosella	428	TAXON
431	Fabaceae	429	TAXON
432	Faboideae	430	TAXON
433	Laburnum	431	TAXON
434	Laburnum anagyroides	432	TAXON
435	Medicago	433	TAXON
436	Medicago falcata	434	TAXON
437	Medicago lupulina	435	TAXON
438	Medicago sativa	436	TAXON
439	Melilotus	437	TAXON
440	Melilotus albus	438	TAXON
441	Melilotus officinalis	439	TAXON
442	Trifolium	440	TAXON
443	Trifolium alpinum	441	TAXON
444	Trifolium pratense	442	TAXON
445	Trifolium pratense i.w.S.	443	TAXON
446	Trifolium badium	444	TAXON
447	Trifolium dubium	445	TAXON
448	Trifolium montanum	446	TAXON
449	Trifolium repens	447	TAXON
450	Lotus corniculatus	448	TAXON
451	Lotus corniculatus agg.	449	TAXON
452	Lathyrus	450	TAXON
453	Lathyrus pratensis	451	TAXON
454	Lathyrus vernus	452	TAXON
455	Vicia	453	TAXON
456	Vicia cracca	454	TAXON
457	Vicia cracca i.w.S.	455	TAXON
458	Vicia sativa	456	TAXON
459	Vicia sativa i.w.S.	457	TAXON
460	Vicia sepium	458	TAXON
461	Anthyllis vulneraria	459	TAXON
462	Anthyllis vulneraria i.w.S.	460	TAXON
463	Hippocrepis comosa	461	TAXON
464	Securigera varia	462	TAXON
465	Robinia pseudoacacia	463	TAXON
466	Astragalus	464	TAXON
467	Astragalus alpinus	465	TAXON
468	Astragalus frigidus	466	TAXON
469	Hedysarum hedysaroides	467	TAXON
470	Onobrychis	468	TAXON
471	Onobrychis montana	469	TAXON
472	Onobrychis viciifolia	470	TAXON
473	Oxytropis	471	TAXON
474	Oxytropis campestris i.w.S.	472	TAXON
475	Oxytropis jacquinii	473	TAXON
476	Polygalaceae	474	TAXON
477	Polygala chamaebuxus	475	TAXON
478	Polygala vulgaris	476	TAXON
479	Polygala vulgaris agg.	477	TAXON
480	Fagales	478	TAXON
481	Betulaceae	479	TAXON
482	Alnus	480	TAXON
483	Alnus glutinosa	481	TAXON
484	Alnus incana	482	TAXON
485	Alnus viridis	483	TAXON
486	Betula	484	TAXON
487	Betula pendula	485	TAXON
488	Betula pubescens	486	TAXON
489	Carpinus betulus	487	TAXON
490	Corylus avellana	488	TAXON
491	Ostrya carpinifolia	489	TAXON
492	Fagaceae	490	TAXON
493	Castanea sativa	491	TAXON
494	Fagus sylvatica	492	TAXON
495	Quercus	493	TAXON
496	Quercus petraea	494	TAXON
497	Quercus pubescens	495	TAXON
498	Quercus robur	496	TAXON
499	Juglandaceae	497	TAXON
500	Juglans regia	498	TAXON
501	Cannabaceae	499	TAXON
502	Cannabis sativa	500	TAXON
503	Humulus lupulus	501	TAXON
504	Elaeagnaceae	502	TAXON
505	Hippophae rhamnoides	503	TAXON
506	Rhamnaceae	504	TAXON
507	Frangula alnus	505	TAXON
508	Frangula purshiana	506	TAXON
509	Rhamnus cathartica	507	TAXON
510	Rosaceae	508	TAXON
511	Rosoideae	509	TAXON
512	Dryas octopetala	510	TAXON
513	Geum	511	TAXON
514	Geum montanum	512	TAXON
515	Geum rivale	513	TAXON
516	Geum urbanum	514	TAXON
517	Filipendula ulmaria	515	TAXON
518	Potentilla	516	TAXON
519	Potentilla anserina	517	TAXON
520	Potentilla aurea	518	TAXON
521	Potentilla crantzii	519	TAXON
522	Potentilla erecta	520	TAXON
523	Potentilla reptans	521	TAXON
524	Potentilla sterilis	522	TAXON
525	Sibbaldia procumbens	523	TAXON
526	Alchemilla	524	TAXON
527	Alchemilla alpina	525	TAXON
528	Alchemilla alpina agg.	526	TAXON
529	Alchemilla vulgaris	527	TAXON
530	Alchemilla vulgaris agg.	528	TAXON
531	Sanguisorba minor	529	TAXON
532	Sanguisorba minor i.w.S.	530	TAXON
533	Fragaria	531	TAXON
534	Fragaria vesca	532	TAXON
535	Rosa	533	TAXON
536	Rosa canina	534	TAXON
537	Rosa canina agg.	535	TAXON
538	Rosa pendulina	536	TAXON
539	Rubus	537	TAXON
540	Rubus fruticosus	538	TAXON
541	Rubus fruticosus agg.	539	TAXON
542	Rubus idaeus	540	TAXON
543	Maloideae	541	TAXON
544	Cotoneaster integerrimus	542	TAXON
545	Crataegus	543	TAXON
546	Crataegus laevigata	544	TAXON
547	Crataegus laevigata agg.	545	TAXON
548	Crataegus monogyna	546	TAXON
549	Crataegus monogyna agg.	547	TAXON
550	Amelanchier ovalis	548	TAXON
551	Malus sylvestris	549	TAXON
552	Pyrus pyraster	550	TAXON
553	Sorbus	551	TAXON
554	Sorbus aucuparia	552	TAXON
555	Sorbus domestica	553	TAXON
556	Sorbus aria	554	TAXON
557	Sorbus torminalis	555	TAXON
558	Prunoideae	556	TAXON
559	Prunus	557	TAXON
560	Prunus avium	558	TAXON
561	Prunus mahaleb	559	TAXON
562	Prunus padus	560	TAXON
563	Prunus padus i.w.S.	561	TAXON
564	Prunus spinosa	562	TAXON
565	Ulmaceae	563	TAXON
566	Ulmus	564	TAXON
567	Ulmus glabra	565	TAXON
568	Ulmus minor	566	TAXON
569	Urticaceae	567	TAXON
570	Urtica dioica	568	TAXON
571	Geraniaceae	569	TAXON
572	Erodium	570	TAXON
573	Erodium cicutarium	571	TAXON
574	Geranium	572	TAXON
575	Geranium pyrenaicum	573	TAXON
576	Geranium robertianum	574	TAXON
577	Geranium robertianum agg.	575	TAXON
578	Geranium rotundifolium	576	TAXON
579	Geranium sanguineum	577	TAXON
580	Geranium sylvaticum	578	TAXON
581	Onagraceae	579	TAXON
582	Circaea lutetiana	580	TAXON
583	Epilobium	581	TAXON
584	Epilobium angustifolium	582	TAXON
585	Epilobium montanum	583	TAXON
586	Oenothera biennis	584	TAXON
587	Oenothera biennis agg.	585	TAXON
588	Brassicaceae	586	TAXON
589	Kernera saxatilis	587	TAXON
590	Alliaria petiolata	588	TAXON
591	Arabidopsis thaliana	589	TAXON
592	Arabis alpina	590	TAXON
593	Brassica napus	591	TAXON
594	Cardamine	592	TAXON
595	Cardamine hirsuta	593	TAXON
596	Cardamine pratensis	594	TAXON
597	Cardamine pratensis agg.	595	TAXON
598	Cardamine resedifolia	596	TAXON
599	Sinapis arvensis	597	TAXON
600	Biscutella laevigata	598	TAXON
601	Capsella bursa-pastoris	599	TAXON
602	Pritzelago alpina i.w.S.	600	TAXON
603	Thlaspi	601	TAXON
604	Thlaspi arvense	602	TAXON
605	Thlaspi rotundifolium i.w.S.	603	TAXON
606	Draba aizoides	604	TAXON
607	Lunaria annua	605	TAXON
608	Cistaceae	606	TAXON
609	Helianthemum	607	TAXON
610	Helianthemum alpestre	608	TAXON
611	Helianthemum nummularium	609	TAXON
612	Helianthemum nummularium agg.	610	TAXON
613	Malvaceae	611	TAXON
614	Malvoideae	612	TAXON
615	Althaea officinalis	613	TAXON
616	Malva	614	TAXON
617	Malva neglecta	615	TAXON
618	Malva sylvestris	616	TAXON
619	Tilioideae	617	TAXON
620	Tilia	618	TAXON
621	Tilia cordata	619	TAXON
622	Tilia platyphyllos	620	TAXON
623	Thymelaeaceae	621	TAXON
624	Daphne	622	TAXON
625	Daphne mezereum	623	TAXON
626	Daphne striata	624	TAXON
627	Rutaceae	625	TAXON
628	Ruta graveolens	626	TAXON
629	Sapindaceae	627	TAXON
630	Acer	628	TAXON
631	Acer campestre	629	TAXON
632	Acer opalus	630	TAXON
633	Acer platanoides	631	TAXON
634	Acer pseudoplatanus	632	TAXON
635	Aesculus hippocastanum	633	TAXON
636	Asteranae	634	TAXON
637	Cornaceae	635	TAXON
638	Cornus	636	TAXON
639	Cornus mas	637	TAXON
640	Cornus sanguinea	638	TAXON
641	Balsaminaceae	639	TAXON
642	Impatiens	640	TAXON
643	Impatiens glandulifera	641	TAXON
644	Impatiens noli-tangere	642	TAXON
645	Impatiens parviflora	643	TAXON
646	Ericaceae	644	TAXON
647	Calluna vulgaris	645	TAXON
648	Empetrum hermaphroditum	646	TAXON
649	Erica carnea	647	TAXON
650	Loiseleuria procumbens	648	TAXON
651	Arctostaphylos uva-ursi	649	TAXON
652	Rhododendron	650	TAXON
653	Rhododendron ferrugineum	651	TAXON
654	Rhododendron hirsutum	652	TAXON
655	Vaccinium	653	TAXON
656	Vaccinium myrtillus	654	TAXON
657	Vaccinium uliginosum	655	TAXON
658	Vaccinium uliginosum agg.	656	TAXON
659	Vaccinium vitis-idaea	657	TAXON
660	Primulaceae	658	TAXON
661	Anagallis arvensis	659	TAXON
662	Lysimachia nemorum	660	TAXON
663	Androsace	661	TAXON
664	Androsace chamaejasme	662	TAXON
665	Androsace obtusifolia	663	TAXON
666	Androsace alpina	664	TAXON
667	Androsace helvetica	665	TAXON
668	Androsace vandellii	666	TAXON
669	Primula	667	TAXON
670	Primula auricula	668	TAXON
671	Primula elatior	669	TAXON
672	Primula veris	670	TAXON
673	Primula veris i.w.S.	671	TAXON
674	Primula farinosa	672	TAXON
675	Primula hirsuta	673	TAXON
676	Soldanella	674	TAXON
677	Soldanella alpina	675	TAXON
678	Soldanella pusilla	676	TAXON
679	Lamiiden	677	TAXON
680	Boraginaceae	678	TAXON
681	Echium	679	TAXON
682	Echium vulgare	680	TAXON
683	Myosotis	681	TAXON
684	Myosotis alpestris	682	TAXON
685	Myosotis arvensis	683	TAXON
686	Pulmonaria	684	TAXON
687	Pulmonaria obscura	685	TAXON
688	Symphytum	686	TAXON
689	Symphytum officinale	687	TAXON
690	Gentianales	688	TAXON
691	Apocynaceae	689	TAXON
692	Apocynoideae	690	TAXON
693	Vinca minor	691	TAXON
694	Asclepiadoideae	692	TAXON
695	Vincetoxicum hirundinaria	693	TAXON
696	Gentianaceae	694	TAXON
697	Gentiana	695	TAXON
698	Gentiana acaulis	696	TAXON
699	Gentiana clusii	697	TAXON
700	Gentiana verna agg.	698	TAXON
701	Gentiana lutea	699	TAXON
702	Gentiana punctata	700	TAXON
703	Gentiana purpurea	701	TAXON
704	Gentianella	702	TAXON
705	Gentianella campestris	703	TAXON
706	Gentianella germanica i.w.S.	704	TAXON
707	Rubiaceae	705	TAXON
708	Asperula	706	TAXON
709	Asperula cynanchica	707	TAXON
710	Cruciata	708	TAXON
711	Cruciata laevipes	709	TAXON
712	Galium	710	TAXON
713	Galium anisophyllon	711	TAXON
714	Galium aparine	712	TAXON
715	Galium mollugo	713	TAXON
716	Galium mollugo agg.	714	TAXON
717	Galium odoratum	715	TAXON
718	Galium verum	716	TAXON
719	Galium verum i.w.S.	717	TAXON
720	Oleaceae	718	TAXON
721	Fraxinus	719	TAXON
722	Fraxinus excelsior	720	TAXON
723	Fraxinus ornus	721	TAXON
724	Ligustrum vulgare	722	TAXON
725	Plantaginaceae	723	TAXON
726	Chaenorrhinum minus	724	TAXON
727	Linaria	725	TAXON
728	Linaria alpina i.w.S.	726	TAXON
729	Linaria vulgaris	727	TAXON
730	Globularia	728	TAXON
731	Globularia cordifolia	729	TAXON
732	Globularia nudicaulis	730	TAXON
733	Digitalis	731	TAXON
734	Digitalis grandiflora	732	TAXON
735	Digitalis lanata	733	TAXON
736	Digitalis lutea	734	TAXON
737	Digitalis purpurea	735	TAXON
738	Plantago	736	TAXON
739	Plantago lanceolata	737	TAXON
740	Plantago major	738	TAXON
741	Plantago media	739	TAXON
742	Plantago alpina	740	TAXON
743	Plantago atrata	741	TAXON
744	Veronica	742	TAXON
745	Veronica beccabunga	743	TAXON
746	Veronica chamaedrys	744	TAXON
747	Veronica urticifolia	745	TAXON
748	Veronica arvensis	746	TAXON
749	Veronica filiformis	747	TAXON
750	Veronica hederifolia	748	TAXON
751	Veronica persica	749	TAXON
752	Veronica bellidioides	750	TAXON
753	Veronica fruticans	751	TAXON
754	Scrophulariaceae	752	TAXON
755	Buddleja davidii	753	TAXON
756	Verbascum	754	TAXON
757	Verbascum lychnitis	755	TAXON
758	Orobanchaceae	756	TAXON
759	Orobanche	757	TAXON
760	Orobanche alba	758	TAXON
761	Pedicularis	759	TAXON
762	Pedicularis foliosa	760	TAXON
763	Pedicularis tuberosa	761	TAXON
764	Pedicularis verticillata	762	TAXON
765	Melampyrum	763	TAXON
766	Melampyrum pratense	764	TAXON
767	Melampyrum sylvaticum	765	TAXON
768	Rhinanthus	766	TAXON
769	Rhinanthus alectorolophus	767	TAXON
770	Rhinanthus minor	768	TAXON
771	Bartsia alpina	769	TAXON
772	Euphrasia	770	TAXON
773	Euphrasia minima	771	TAXON
