
668	Sonnenwend-Wolfsmilch
669	Seidelbastgewächse
670	Gewöhnlicher Seidelbast
671	Gestreifter Seidelbast
672	Astrantia major
673	Chaerophyllum villarsii
674	Daucus carota
675	Ligusticum mutellina
676	Sanicula europaea
677	Heracleum mantegazzianum
678	Heracleum
679	Johanniskrautgewächse
680	Gewöhnliches Johanniskraut
681	Acker-Stiefmütterchen
682	Kohl
683	Raps
684	Gemüse-Kohl
685	Immergrünes Felsenblümchen
686	Silberling
687	Acker-Senf
688	Silber-Weide
689	Lavendel-Weide
690	Malvengewächse
691	Kleine Malve
692	Wilde Malve
693	Acker-Gauchheil
694	Alpen-Mannsschild
695	Schweizer Mannsschild
696	Stumpfblättriger Mannsschild
697	Vandellis Mannsschild
698	Rote Felsen-Primel
699	Kornelkirsche
700	Krähenbeerengewächse
701	Zwittrige Krähenbeere
702	Alpen-Heckenkirsche
703	Schwarze Heckenkirsche
704	Nüsslisalat
705	Blumen-Esche
706	Hundsgiftgewächse
707	Kleines Immergrün
708	Feld-Enzian
709	Deutscher Enzian
710	Gelber Enzian
711	Punktierter Enzian
712	Purpur-Enzian
713	Gewöhnliches Kreuzlabkraut
714	Kreuzlabkraut
715	Meister
716	Hügel-Meister
717	Ungleichblättriges Labkraut
718	Gelbes Labkraut
719	Solanales
720	Convolvulaceae
721	Calystegia sepium
722	Convolvulus arvensis
723	Cuscuta epithymum
724	Cuscutaceae
725	Solanum
726	Solanum tuberosum
727	Datura stramonium
728	Myosotis alpestris
729	Myosotis arvensis
730	Eritrichium nanum
731	Pulmonaria obscura
732	Pinguicula alpina
733	Pinguicula vulgaris
734	Plantago atrata
735	Chaenorrhinum minus
736	Digitalis grandiflora
737	Verbascum lychnitis
738	Linaria vulgaris
739	Melampyrum
740	Melampyrum pratense
741	Rhinanthus minor
742	Veronica arvensis
743	Veronica persica
744	Veronica hederifolia
745	Veronica beccabunga
746	Lamiales
747	Verbenaceae
748	Verbena officinalis
749	Ajuga pyramidalis
750	Mentha
751	Mentha arvensis
752	Origanum vulgare
753	Salvia
754	Salvia glutinosa
755	Stachys
756	Stachys recta
757	Stachys sylvatica
